Taxonomy,Concept,Unit,Value,Start,End,Accession,Fiscal Year,Fiscal Period,Form,Filed Date,Frame,Ticker
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10504000000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10504000000.0,,2022-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10504000000.0,,2022-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,9289900000.0,,2023-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2023Q1I,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10151100000.0,,2023-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2023Q2I,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10369100000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10369100000.0,,2023-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10369100000.0,,2023-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,9158000000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,4580100000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,5988900000.0,,2020-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2020Q4I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,6800100000.0,,2021-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2021Q4I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10512000000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10512000000.0,,2022-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10512000000.0,,2022-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,9295600000.0,,2023-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2023Q1I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10153400000.0,,2023-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2023Q2I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10372300000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10372300000.0,,2023-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,10372300000.0,,2023-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,9169400000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,USD,4591000000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,811200000.0,2021-01-01,2021-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2021,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,3711900000.0,2022-01-01,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,-1216400000.0,2023-01-01,2023-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2023Q1,VRTX
us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,USD,-358600000.0,2023-01-01,2023-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
